Base Model,Dataset,Config,Original_Subdir,Mean P_500
Pythia-410M,github,gptq-b4-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs128-da0,0.042483273945772566
Pythia-410M,github,gptq-b8-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs-1-da1,0.04489105025253096
Pythia-410M,github,gptq-b4-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs32-da0,0.04784519487140034
Pythia-410M,github,gptq-b8-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs64-da0,0.04872872440638941
Pythia-410M,github,gptq-b2-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs128-da1,0.0593882357105749
Pythia-410M,github,gptq-b4-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs64-da0,0.06191331261703541
Pythia-410M,github,gptq-b4-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs64-da1,0.06699690980864209
Pythia-410M,github,gptq-b3-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs128-da0,0.06978569792034164
Pythia-410M,github,gptq-b8-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs64-da1,0.08130244399498934
Pythia-410M,github,gptq-b4-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs128-da1,0.08451594504381232
Pythia-410M,github,gptq-b3-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs32-da0,0.08928449876148489
Pythia-410M,github,gptq-b4-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs-1-da0,0.1423151840129329
Pythia-410M,github,gptq-b2-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs64-da1,0.15449403117162577
Pythia-410M,github,gptq-b3-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs-1-da0,0.212575210387855
Pythia-410M,github,gptq-b3-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs128-da1,0.21711120938495654
Pythia-410M,github,gptq-b2-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs-1-da0,0.23067118871724185
Pythia-410M,github,gptq-b2-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs128-da0,0.25304129418826377
Pythia-410M,github,gptq-b3-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs64-da1,0.2908055524192604
Pythia-410M,github,gptq-b3-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs32-da1,0.3151224222679797
Pythia-410M,github,gptq-b3-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs-1-da1,0.37280156443065765
Pythia-410M,github,gptq-b3-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs64-da0,0.4042262807448549
Pythia-410M,gutenberg,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,0.0001910960278645818
Pythia-410M,hackernews,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,0.0005667607179975023
Pythia-410M,math,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,0.025813474871236742
Pythia-410M,opensubtitles,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,0.7008218557536183
Pythia-410M,openwebtext2,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,0.08457196274276267
Pythia-410M,philpapers,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,7.907628538822048e-44
